0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.545055,0.322176,0.608445,0.587361,0.852008,0.729478,0.641791,0.609982,0.640371,0.457831,0.679035,0.243243,0.573308,0.666034,0.498168,0.635185,0.601504,0.667984,0.605634,0.382353,0.598684,0.317647,0.641326,0.635359,0.780488,0.732955,0.648699,0.631365,0.677355,0.494382,0.032258,1.000000
0.446154,0.956067,0.479846,0.479554,0.298097,0.298507,0.242537,0.475046,0.264501,0.255020,0.252319,0.803089,0.216165,0.239089,0.228938,0.268519,0.234962,0.361660,0.400402,0.022059,0.421053,0.958824,0.450292,0.445672,0.168293,0.231061,0.224907,0.327902,0.232465,0.076779,0.000000,0.000000
0.962637,0.774059,0.965451,0.970260,0.866808,0.679105,0.949627,0.964880,0.401392,0.148594,0.981447,0.606178,0.966165,0.982922,0.895604,0.670370,0.851504,0.954545,0.034205,0.704044,0.934211,0.574510,0.935673,0.953959,0.641463,0.482955,0.786245,0.922607,0.042084,0.249064,0.032258,1.000000
0.305495,0.085774,0.320537,0.302974,0.856237,0.501866,0.317164,0.384473,0.306264,0.728916,0.307978,0.044402,0.285714,0.269450,0.648352,0.185185,0.304511,0.270751,0.553320,0.246324,0.315789,0.027451,0.333333,0.324125,0.792683,0.308712,0.362454,0.293279,0.472946,0.520599,0.000000,0.000000
0.967033,0.341004,0.961612,0.977695,0.501057,0.468284,0.712687,0.796673,0.385151,0.008032,0.983302,0.476834,0.968045,0.994307,0.351648,0.172222,0.400376,0.581028,0.086519,0.137868,0.986842,0.580392,0.980507,0.992634,0.570732,0.306818,0.589219,0.798371,0.258517,0.086142,0.032258,1.000000
0.195604,0.052301,0.190019,0.184015,0.640592,0.365672,0.264925,0.371534,0.445476,0.548193,0.118738,0.048263,0.058271,0.102467,0.523810,0.175926,0.182331,0.341897,0.370221,0.422794,0.186404,0.039216,0.169591,0.167587,0.563415,0.265152,0.273234,0.419552,0.428858,0.513109,0.000000,0.000000
0.010989,0.642259,0.009597,0.009294,0.507400,0.753731,0.746269,0.266174,0.914153,0.985944,0.131725,0.911197,0.092105,0.037951,0.948718,0.927778,0.943609,0.450593,0.718310,0.983456,0.010965,0.737255,0.009747,0.009208,0.878049,0.886364,0.881041,0.315682,0.823647,0.996255,0.000000,0.000000
0.843956,0.328452,0.867562,0.862454,0.790698,0.628731,0.779851,0.817006,0.719258,0.508032,0.881262,0.795367,0.887218,0.891841,0.745421,0.507407,0.629699,0.794466,0.599598,0.746324,0.824561,0.464706,0.851852,0.861878,0.773171,0.534091,0.657993,0.755601,0.559118,0.619850,0.032258,1.000000
0.753846,0.713389,0.802303,0.784387,0.568710,0.777985,0.753731,0.670980,0.624130,0.172691,0.721707,0.343629,0.674812,0.734345,0.393773,0.596296,0.674812,0.577075,0.853119,0.371324,0.758772,0.709804,0.803119,0.788214,0.843902,0.808712,0.884758,0.796334,0.987976,0.659176,0.032258,1.000000
0.160440,0.686192,0.184261,0.152416,0.959831,0.703358,0.671642,0.650647,0.621810,0.809237,0.257885,0.706564,0.323308,0.208729,0.739927,0.405556,0.483083,0.462451,0.140845,0.466912,0.241228,0.927451,0.341131,0.248619,0.990244,0.638258,0.775093,0.649695,0.595190,0.803371,0.032258,1.000000
0.479121,0.769874,0.520154,0.514870,0.323467,0.380597,0.412313,0.489834,0.501160,0.220884,0.246753,0.662162,0.295113,0.335863,0.144689,0.275926,0.398496,0.569170,0.344064,0.165441,0.500000,0.829412,0.551657,0.523020,0.280488,0.340909,0.494424,0.600815,0.545090,0.187266,0.000000,0.000000
0.221978,0.424686,0.214971,0.215613,0.350951,0.378731,0.274254,0.142329,0.064965,0.532129,0.497217,0.480695,0.546992,0.425047,0.554945,0.624074,0.426692,0.258893,0.498994,0.545956,0.223684,0.286275,0.235867,0.215470,0.268293,0.365530,0.262082,0.150713,0.076152,0.393258,0.000000,0.000000
0.162637,0.376569,0.159309,0.144981,0.585624,0.542910,0.440298,0.380776,0.255220,0.626506,0.037106,0.797297,0.060150,0.036053,0.849817,0.762963,0.763158,0.673913,0.116700,0.569853,0.138158,0.586275,0.150097,0.121547,0.675610,0.592803,0.472119,0.486762,0.116232,0.589888,0.000000,0.000000
0.518681,0.830544,0.564299,0.568773,0.135307,0.292910,0.404851,0.303142,0.452436,0.066265,0.695733,0.478764,0.640977,0.694497,0.120879,0.627778,0.633459,0.444664,0.792757,0.476103,0.484649,0.564706,0.538012,0.530387,0.041463,0.248106,0.288104,0.197556,0.370741,0.063670,0.000000,0.000000
0.028571,0.200837,0.026871,0.024164,0.190275,0.380597,0.410448,0.310536,0.668213,0.734940,0.784787,0.565637,0.838346,0.592030,0.917582,0.674074,0.614662,0.752964,0.861167,0.691176,0.039474,0.096078,0.037037,0.033149,0.114634,0.198864,0.198885,0.109980,0.194389,0.335206,0.000000,0.000000
0.984615,0.855649,0.984645,0.986989,0.811839,0.733209,0.940298,0.968577,0.482599,0.094378,0.964750,0.357143,0.939850,0.984820,0.490842,0.470370,0.665414,0.642292,0.219316,0.483456,0.984649,0.774510,0.982456,0.988950,0.785366,0.634470,0.838290,0.887984,0.320641,0.428839,0.032258,1.000000
0.169231,0.169456,0.174664,0.159851,0.752643,0.505597,0.453358,0.484288,0.454756,0.829317,0.050093,0.254826,0.129699,0.043643,0.668498,0.440741,0.528196,0.446640,0.726358,0.441176,0.153509,0.196078,0.194932,0.151013,0.660976,0.513258,0.498141,0.531568,0.809619,0.726592,0.000000,0.000000
0.494505,0.882845,0.547025,0.553903,0.534884,0.464552,0.597015,0.569316,0.238979,0.289157,0.719852,0.623552,0.644737,0.713472,0.415751,0.324074,0.501880,0.434783,0.209256,0.283088,0.631579,0.925490,0.647173,0.685083,0.424390,0.422348,0.637546,0.576375,0.362725,0.318352,0.032258,1.000000
0.879121,0.487448,0.904031,0.894052,0.843552,0.805970,0.932836,0.937153,0.529002,0.445783,0.807050,0.696911,0.774436,0.829222,0.276557,0.659259,0.742481,0.563241,0.392354,0.496324,0.890351,0.762745,0.892788,0.909761,0.782927,0.797348,0.912639,0.879837,0.787575,0.715356,0.032258,1.000000
0.953846,0.922594,0.967370,0.947955,0.898520,0.992537,0.953358,0.975970,0.955916,0.923695,0.846011,0.196911,0.851504,0.872865,0.109890,0.894444,0.699248,0.778656,0.436620,0.832721,0.958333,0.886275,0.953216,0.961326,0.751220,0.986742,0.942379,0.997963,0.949900,0.975655,0.032258,1.000000
0.125275,0.173640,0.122841,0.111524,0.632135,0.561567,0.501866,0.273567,0.656613,0.835341,0.495362,0.515444,0.575188,0.366224,0.659341,0.822222,0.855263,0.608696,0.655936,0.792279,0.177632,0.280392,0.214425,0.152855,0.517073,0.689394,0.604089,0.450102,0.639279,0.810861,0.000000,0.000000
0.784615,0.805439,0.806142,0.812268,0.293869,0.244403,0.229478,0.393715,0.180974,0.034137,0.636364,0.637066,0.580827,0.724858,0.379121,0.170370,0.172932,0.254941,0.175050,0.064338,0.752193,0.803922,0.768031,0.777164,0.387805,0.261364,0.256506,0.360489,0.216433,0.089888,0.032258,1.000000
0.595604,0.008368,0.641075,0.618959,0.858351,0.626866,0.606343,0.654344,0.575406,0.620482,0.419295,0.289575,0.355263,0.461101,0.060440,0.242593,0.548872,0.583004,0.511066,0.419118,0.546053,0.035294,0.596491,0.570902,0.497561,0.363636,0.542751,0.588595,0.557114,0.505618,0.000000,0.000000
0.415385,0.437238,0.468330,0.459108,0.035941,0.406716,0.347015,0.203327,0.596288,0.315261,0.254174,0.625483,0.528196,0.337761,0.042125,0.800000,0.648496,0.484190,0.796781,0.599265,0.394737,0.447059,0.500975,0.429098,0.039024,0.545455,0.355019,0.246436,0.757515,0.284644,0.000000,0.000000
0.960440,0.179916,0.963532,0.962825,0.697674,0.826493,0.884328,0.948244,0.728538,0.489960,0.532468,0.633205,0.531955,0.688805,0.133700,0.631481,0.642857,0.669960,0.356137,0.715074,0.842105,0.300000,0.881092,0.856354,0.317073,0.662879,0.776952,0.841141,0.424850,0.662921,0.032258,1.000000
0.529670,0.861925,0.614203,0.576208,0.917548,0.882463,0.757463,0.720887,0.930394,0.889558,0.736549,0.774131,0.669173,0.686907,0.862637,0.818519,0.652256,0.802372,0.754527,0.922794,0.567982,0.868627,0.625731,0.607735,0.963415,0.833333,0.674721,0.694501,0.897796,0.945693,0.032258,1.000000
0.024176,0.236402,0.023033,0.020446,0.906977,0.432836,0.356343,0.214418,0.296984,0.945783,0.057514,0.075290,0.127820,0.015180,0.758242,0.535185,0.618421,0.468379,0.386318,0.626838,0.026316,0.176471,0.033138,0.022099,0.931707,0.556818,0.526022,0.519348,0.571142,0.861423,0.000000,0.000000
0.127473,0.527197,0.120921,0.117100,0.689218,0.475746,0.244403,0.096118,0.911833,0.668675,0.560297,0.779923,0.492481,0.438330,0.694139,0.537037,0.546992,0.320158,0.828974,0.555147,0.133772,0.384314,0.130604,0.117864,0.356098,0.261364,0.154275,0.054990,0.507014,0.350187,0.000000,0.000000
0.824176,0.493724,0.850288,0.847584,0.606765,0.641791,0.701493,0.770795,0.498840,0.180723,0.643785,0.059846,0.563910,0.757116,0.199634,0.379630,0.460526,0.545455,0.090543,0.312500,0.817982,0.468627,0.828460,0.850829,0.685366,0.645833,0.747212,0.786151,0.494990,0.567416,0.032258,1.000000
0.628571,0.380753,0.671785,0.669145,0.450317,0.492537,0.350746,0.280961,0.619490,0.299197,0.207792,0.094595,0.180451,0.316888,0.197802,0.192593,0.293233,0.197628,0.692153,0.176471,0.603070,0.343137,0.623782,0.642726,0.370732,0.405303,0.457249,0.374745,0.887776,0.294007,0.000000,0.000000
0.606593,0.820084,0.633397,0.652416,0.306554,0.270522,0.585821,0.617375,0.262181,0.060241,0.656772,0.812741,0.657895,0.633776,0.763736,0.400000,0.637218,0.784585,0.406439,0.431985,0.554825,0.823529,0.590643,0.580110,0.495122,0.293561,0.565056,0.627291,0.236473,0.170412,0.032258,1.000000
0.331868,0.284519,0.366603,0.360595,0.448203,0.296642,0.279851,0.282810,0.389791,0.323293,0.304267,0.445946,0.298872,0.314991,0.203297,0.431481,0.315789,0.266798,0.158954,0.272059,0.392544,0.380392,0.401559,0.419890,0.297561,0.388258,0.377323,0.411405,0.340681,0.370787,0.000000,0.000000
0.364835,0.330544,0.381958,0.395911,0.276956,0.160448,0.238806,0.282810,0.487239,0.267068,0.061224,0.135135,0.048872,0.110057,0.065934,0.079630,0.174812,0.195652,0.319920,0.079044,0.416667,0.321569,0.428850,0.453039,0.368293,0.272727,0.420074,0.482688,0.791583,0.305243,0.000000,0.000000
0.094505,0.345188,0.074856,0.079926,0.843552,0.332090,0.111940,0.219963,0.672854,0.558233,0.185529,0.654440,0.201128,0.077799,0.866300,0.227778,0.090226,0.243083,0.682093,0.318015,0.057018,0.382353,0.052632,0.051565,0.653659,0.196970,0.111524,0.160896,0.613226,0.314607,0.000000,0.000000
0.536264,0.642259,0.583493,0.557621,0.553911,0.569030,0.307836,0.306839,0.257541,0.765060,0.372913,0.471042,0.409774,0.436433,0.494505,0.522222,0.490602,0.351779,0.231388,0.586397,0.489035,0.454902,0.555556,0.511971,0.421951,0.454545,0.297398,0.258656,0.094188,0.636704,0.000000,0.000000
0.540659,0.290795,0.573896,0.581784,0.010571,0.149254,0.152985,0.116451,0.510441,0.112450,0.040816,0.071429,0.144737,0.129032,0.023810,0.251852,0.114662,0.051383,0.110664,0.209559,0.497807,0.296078,0.580897,0.546961,0.043902,0.445076,0.301115,0.207739,0.386774,0.413858,0.000000,0.000000
0.973626,0.566946,0.980806,0.975836,0.987315,0.986940,0.998134,0.992606,0.981439,0.857430,0.987013,0.783784,0.992481,0.986717,0.529304,0.987037,0.981203,0.960474,0.897384,0.812500,0.975877,0.662745,0.988304,0.970534,0.924390,0.979167,0.994424,1.000000,0.941884,0.823970,0.032258,1.000000
0.441758,0.433054,0.470250,0.475836,0.054968,0.212687,0.421642,0.402957,0.088167,0.118474,0.144712,0.148649,0.088346,0.204934,0.434066,0.329630,0.251880,0.306324,0.024145,0.088235,0.469298,0.409804,0.481481,0.510129,0.448780,0.429924,0.416357,0.513238,0.090180,0.191011,0.000000,0.000000
0.285714,0.010460,0.280230,0.299257,0.361522,0.134328,0.201493,0.188540,0.232019,0.114458,0.309833,0.467181,0.259398,0.278937,0.476190,0.211111,0.204887,0.108696,0.028169,0.147059,0.359649,0.203922,0.352827,0.388582,0.582927,0.291667,0.334572,0.260692,0.224449,0.290262,0.000000,0.000000
0.571429,0.426778,0.604607,0.615242,0.006342,0.126866,0.180970,0.125693,0.278422,0.134538,0.233766,0.138996,0.265038,0.352941,0.012821,0.272222,0.139098,0.073123,0.030181,0.167279,0.578947,0.490196,0.621832,0.633518,0.058537,0.500000,0.351301,0.303462,0.348697,0.402622,0.000000,0.000000
0.189011,0.585774,0.220729,0.195167,0.133192,0.686567,0.621269,0.637708,0.986079,0.528112,0.745826,0.884170,0.648496,0.654649,0.983516,0.979630,0.954887,0.994071,0.933602,0.908088,0.146930,0.325490,0.169591,0.147330,0.129268,0.388258,0.342007,0.452138,0.591182,0.211610,0.000000,0.000000
0.720879,0.640167,0.785029,0.752788,0.928118,0.942164,0.858209,0.907579,0.888631,0.913655,0.808905,0.494208,0.796992,0.791271,0.615385,0.598148,0.609023,0.640316,0.368209,0.681985,0.796053,0.805882,0.812865,0.817680,0.958537,0.873106,0.836431,0.883910,0.915832,0.930712,0.032258,1.000000
0.613187,0.307531,0.637236,0.656134,0.289641,0.279851,0.436567,0.382625,0.062645,0.050201,0.207792,0.426641,0.172932,0.328273,0.040293,0.285185,0.306391,0.122530,0.084507,0.016544,0.607456,0.500000,0.625731,0.650092,0.263415,0.471591,0.522305,0.311609,0.220441,0.108614,0.000000,0.000000
0.949451,0.889121,0.969290,0.957249,0.854123,0.964552,0.977612,0.974122,0.872390,0.813253,0.948052,0.447876,0.981203,0.950664,0.507326,0.868519,0.945489,0.970356,0.603622,0.900735,0.901316,0.727451,0.961014,0.922652,0.636585,0.861742,0.940520,0.969450,0.575150,0.829588,0.032258,1.000000
0.129670,0.807531,0.117083,0.113383,0.723044,0.291045,0.184701,0.197782,0.357309,0.696787,0.404453,0.525097,0.490602,0.352941,0.890110,0.305556,0.334586,0.602767,0.937626,0.176471,0.089912,0.423529,0.081871,0.075506,0.265854,0.085227,0.076208,0.050916,0.086172,0.149813,0.000000,0.000000
0.806593,0.669456,0.882917,0.836431,0.961945,0.983209,0.981343,0.939002,0.849188,0.873494,0.638219,0.212355,0.697368,0.709677,0.626374,0.803704,0.907895,0.478261,0.309859,0.818015,0.787281,0.643137,0.867446,0.813996,0.980488,0.956439,0.990706,0.839104,0.781563,0.951311,0.032258,1.000000
0.764835,0.512552,0.819578,0.789963,0.898520,0.850746,0.880597,0.922366,0.867749,0.584337,0.428571,0.144788,0.443609,0.616698,0.344322,0.477778,0.582707,0.699605,0.054326,0.281250,0.741228,0.462745,0.803119,0.773481,0.926829,0.829545,0.853160,0.971487,0.701403,0.722846,0.032258,1.000000
0.742857,0.598326,0.794626,0.775093,0.636364,0.841418,0.865672,0.837338,0.480278,0.582329,0.443414,0.617761,0.548872,0.612903,0.551282,0.850000,0.862782,0.869565,0.364185,0.753676,0.682018,0.684314,0.740741,0.723757,0.653659,0.907197,0.907063,0.873727,0.657315,0.794007,0.032258,1.000000
0.134066,0.504184,0.142035,0.126394,0.587738,0.669776,0.503731,0.349353,0.654292,0.672691,0.714286,0.559846,0.750000,0.529412,0.672161,0.787037,0.631579,0.685771,0.943662,0.514706,0.151316,0.358824,0.171540,0.134438,0.343902,0.594697,0.431227,0.323829,0.583166,0.359551,0.000000,0.000000
0.701099,0.102510,0.735125,0.736059,0.528541,0.524254,0.544776,0.661738,0.517401,0.222892,0.458256,0.249035,0.375940,0.548387,0.263736,0.337037,0.276316,0.612648,0.350101,0.279412,0.664474,0.152941,0.699805,0.696133,0.365854,0.424242,0.379182,0.631365,0.418838,0.237828,0.000000,0.000000
0.336264,0.763598,0.376200,0.345725,0.718816,0.565298,0.447761,0.390018,0.169374,0.781124,0.421150,0.824324,0.366541,0.387097,0.930403,0.724074,0.603383,0.537549,0.492958,0.836397,0.326754,0.694118,0.345029,0.333333,0.712195,0.551136,0.373606,0.350305,0.108216,0.728464,0.000000,0.000000
0.571429,0.562761,0.704415,0.609665,0.095137,0.962687,0.973881,0.765250,0.368910,0.957831,0.573284,0.754826,0.746241,0.576850,0.282051,0.972222,0.992481,0.944664,0.778672,0.992647,0.508772,0.401961,0.631579,0.539595,0.021951,0.865530,0.944238,0.684318,0.178357,0.913858,0.000000,0.000000
0.909890,0.564854,0.925144,0.933086,0.133192,0.470149,0.710821,0.756007,0.663573,0.010040,0.823748,0.152510,0.800752,0.855787,0.155678,0.270370,0.500000,0.600791,0.674044,0.068015,0.855263,0.366667,0.871345,0.891344,0.153659,0.278409,0.553903,0.651731,0.659319,0.018727,0.032258,1.000000
0.635165,0.608787,0.675624,0.674721,0.560254,0.444030,0.524254,0.598891,0.109049,0.234940,0.241187,0.816602,0.242481,0.396584,0.305861,0.266667,0.415414,0.567194,0.547284,0.141544,0.567982,0.688235,0.606238,0.602210,0.348780,0.232955,0.375465,0.503055,0.164329,0.110487,0.000000,0.000000
0.602198,0.089958,0.642994,0.646840,0.638478,0.496269,0.582090,0.558226,0.419954,0.160643,0.658627,0.098456,0.571429,0.677419,0.225275,0.425926,0.575188,0.324111,0.273642,0.262868,0.616228,0.078431,0.645224,0.664825,0.365854,0.416667,0.531599,0.443992,0.346693,0.228464,0.000000,0.000000
0.202198,0.939331,0.178503,0.197026,0.012685,0.037313,0.102612,0.009242,0.589327,0.150602,0.012987,0.310811,0.030075,0.011385,0.047619,0.374074,0.270677,0.011858,0.271630,0.196691,0.171053,0.892157,0.196881,0.162063,0.029268,0.244318,0.230483,0.020367,0.529058,0.243446,0.000000,0.000000
0.397802,0.405858,0.451056,0.418216,0.674419,0.529851,0.332090,0.295749,0.387471,0.367470,0.356215,0.509652,0.308271,0.343453,0.278388,0.381481,0.390977,0.280632,0.412475,0.430147,0.410088,0.458824,0.434698,0.430939,0.458537,0.492424,0.381041,0.323829,0.468938,0.481273,0.000000,0.000000
0.703297,0.014644,0.746641,0.728625,0.773784,0.748134,0.722015,0.683919,0.468677,0.542169,0.051948,0.005792,0.052632,0.121442,0.446886,0.433333,0.627820,0.486166,0.052314,0.251838,0.633772,0.007843,0.680312,0.659300,0.814634,0.687500,0.773234,0.659878,0.296593,0.559925,0.000000,0.000000
0.819780,0.257322,0.856046,0.842007,0.805497,0.953358,0.843284,0.918669,0.877030,0.759036,0.951762,0.061776,0.936090,0.967742,0.717949,0.937037,0.795113,0.922925,0.788732,0.924632,0.828947,0.135294,0.869396,0.876611,0.741463,0.945076,0.734201,0.894094,0.919840,0.921348,0.032258,1.000000
0.246154,0.974895,0.251440,0.243494,0.490486,0.472015,0.546642,0.231054,0.487239,0.479920,0.465677,0.961390,0.441729,0.438330,0.875458,0.579630,0.748120,0.377470,0.764588,0.215074,0.271930,0.974510,0.307992,0.281768,0.634146,0.452652,0.602230,0.256619,0.555110,0.271536,0.000000,0.000000
0.975824,0.577406,0.978887,0.981413,0.486258,0.727612,0.837687,0.900185,0.120650,0.084337,0.988868,0.185328,0.988722,0.990512,0.384615,0.755556,0.712406,0.930830,0.676056,0.439338,0.989035,0.407843,0.990253,0.987109,0.326829,0.785985,0.739777,0.936864,0.563126,0.292135,0.032258,1.000000
0.749451,0.690377,0.800384,0.795539,0.875264,0.809702,0.804105,0.855823,0.754060,0.590361,0.910946,0.320463,0.913534,0.924099,0.450549,0.442593,0.522556,0.531621,0.215292,0.417279,0.956140,0.809804,0.955166,0.965009,0.965854,0.776515,0.827138,0.892057,0.891784,0.797753,0.032258,1.000000
0.613187,0.190377,0.667946,0.637546,0.885835,0.779851,0.654851,0.737523,0.851508,0.602410,0.760668,0.177606,0.793233,0.711575,0.331502,0.870370,0.766917,0.804348,0.750503,0.795956,0.592105,0.117647,0.653021,0.613260,0.439024,0.700758,0.552045,0.637475,0.719439,0.627341,0.000000,0.000000
0.098901,0.682008,0.078695,0.087361,0.154334,0.044776,0.018657,0.024030,0.266821,0.642570,0.107607,0.652510,0.069549,0.055028,0.377289,0.024074,0.022556,0.023715,0.193159,0.303309,0.100877,0.707843,0.079922,0.092081,0.241463,0.053030,0.020446,0.034623,0.152305,0.522472,0.000000,0.000000
1.000000,0.456067,1.000000,0.998141,0.900634,0.828358,0.983209,0.985213,0.294664,0.102410,1.000000,0.741313,1.000000,0.998102,0.965201,0.648148,0.913534,0.711462,0.981891,0.735294,0.971491,0.133333,0.974659,0.979742,0.263415,0.270833,0.643123,0.727088,0.006012,0.003745,0.032258,1.000000
0.292308,0.878661,0.316699,0.295539,0.746300,0.511194,0.457090,0.552680,0.524362,0.799197,0.352505,0.571429,0.334586,0.301708,0.765568,0.485185,0.445489,0.822134,0.623742,0.595588,0.252193,0.756863,0.278752,0.246777,0.492683,0.382576,0.356877,0.580448,0.324649,0.580524,0.000000,0.000000
0.261538,0.292887,0.249520,0.260223,0.786469,0.223881,0.298507,0.343808,0.020882,0.337349,0.712430,0.967181,0.721804,0.647059,0.543956,0.274074,0.503759,0.648221,0.142857,0.601103,0.304825,0.507843,0.311891,0.314917,0.429268,0.140152,0.211896,0.270876,0.010020,0.307116,0.000000,0.000000
0.316484,0.188285,0.328215,0.325279,0.300211,0.261194,0.134328,0.162662,0.283063,0.455823,0.337662,0.239382,0.370301,0.282732,0.302198,0.294444,0.127820,0.065217,0.126761,0.200368,0.353070,0.268627,0.419103,0.381215,0.412195,0.416667,0.245353,0.154786,0.368737,0.496255,0.000000,0.000000
0.186813,0.154812,0.172745,0.189591,0.194503,0.072761,0.003731,0.007394,0.452436,0.419679,0.191095,0.415058,0.210526,0.155598,0.358974,0.046296,0.005639,0.009881,0.380282,0.194853,0.225877,0.315686,0.226121,0.219153,0.282927,0.121212,0.007435,0.014257,0.496994,0.325843,0.000000,0.000000
0.454945,0.709205,0.485605,0.492565,0.274841,0.250000,0.274254,0.321627,0.515081,0.200803,0.350649,0.781853,0.390977,0.371917,0.327839,0.488889,0.300752,0.150198,0.454728,0.165441,0.405702,0.719608,0.458090,0.427256,0.260976,0.327652,0.258364,0.167006,0.350701,0.125468,0.000000,0.000000
0.846154,0.694561,0.875240,0.866171,0.433404,0.794776,0.673507,0.676525,0.703016,0.423695,0.853432,0.776062,0.849624,0.888046,0.688645,0.825926,0.704887,0.871542,0.661972,0.729779,0.912281,0.909804,0.916179,0.931860,0.763415,0.916667,0.819703,0.875764,0.901804,0.827715,0.032258,1.000000
0.406593,0.244770,0.454894,0.434944,0.304440,0.527985,0.423507,0.449168,0.457077,0.530120,0.189239,0.208494,0.280075,0.197343,0.285714,0.353704,0.238722,0.245059,0.629779,0.152574,0.438596,0.298039,0.516569,0.465930,0.495122,0.606061,0.464684,0.498982,0.873747,0.537453,0.000000,0.000000
0.224176,0.253138,0.199616,0.211896,0.422833,0.194030,0.197761,0.297597,0.276102,0.608434,0.064935,0.194981,0.033835,0.072106,0.831502,0.081481,0.110902,0.138340,0.416499,0.465074,0.210526,0.239216,0.191033,0.198895,0.807317,0.166667,0.202602,0.240326,0.531062,0.679775,0.000000,0.000000
0.402198,0.433054,0.472169,0.397770,0.955603,0.873134,0.417910,0.621072,0.375870,0.895582,0.706865,0.542471,0.710526,0.647059,0.272894,0.564815,0.212406,0.598814,0.446680,0.511029,0.489035,0.431373,0.559454,0.491713,0.717073,0.681818,0.267658,0.541752,0.310621,0.700375,0.000000,0.000000
